step,precise,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29
780000,2176362,2105827.13,2173323.54,2197402.07,2156005.94,2170578.46,2184207.31,2205402.53,2179107.75,2178695.76,2189098.11,2207693.61,2180545.12,2217832.11,2145183.07,2199594.56,2157403.64,2173136.76,2168709.54,2223648.93,2150991.93,2178085.74,2157889.73,2133353.58,2134505.58,2202026.83,2210224.20,2172153.16,2218759.94,2191549.51,2159528.21
790000,2204132,2138892.19,2200483.81,2229061.95,2185305.46,2198416.10,2214810.93,2234904.45,2209884.75,2205963.70,2221391.43,2231134.77,2205664.96,2244815.21,2172319.40,2220671.95,2188739.26,2213855.79,2194962.25,2249748.13,2173983.14,2205582.43,2184439.06,2160773.61,2159530.41,2222682.16,2233614.03,2197621.59,2249869.21,2215464.05,2184951.05
800000,2231750,2169893.37,2232049.03,2246631.18,2211769.64,2228615.30,2237488.47,2262654.10,2240856.11,2233333.01,2252800.63,2260615.88,2232487.73,2275589.92,2197424.71,2255381.83,2219067.19,2239910.11,2221356.91,2271444.56,2203618.22,2238045.37,2212823.99,2189555.14,2190926.79,2251289.92,2263897.71,2221659.82,2280132.70,2240406.99,2211253.87
810000,2259434,2193951.02,2246218.02,2272890.63,2238273.48,2256317.17,2259995.76,2292535.14,2267466.93,2258605.85,2277781.81,2287428.70,2263186.26,2310992.34,2229535.72,2275703.90,2254489.02,2271797.69,2246595.77,2300234.11,2229995.77,2263155.88,2236953.64,2225753.17,2216766.00,2281380.21,2289942.86,2255447.78,2305358.48,2270166.15,2243270.27
820000,2287105,2222700.56,2274625.79,2297948.05,2267560.54,2280890.82,2289842.94,2313739.80,2295453.87,2286789.35,2309412.48,2318450.31,2286127.19,2341511.63,2261483.61,2306832.23,2279704.87,2292671.75,2275986.50,2326233.24,2259787.85,2294424.09,2264891.98,2248949.86,2245916.62,2305792.42,2315300.76,2292661.49,2331037.74,2298204.35,2271154.55
830000,2314813,2254939.50,2304751.04,2325510.85,2294268.81,2302327.41,2311607.28,2340765.69,2319160.47,2318073.84,2341980.26,2347037.97,2316345.04,2378564.02,2292232.27,2338346.35,2314288.35,2320117.55,2304887.85,2355959.25,2289169.72,2332759.06,2296670.71,2269803.78,2266009.64,2334028.66,2350484.59,2319810.95,2359292.62,2326853.33,2293173.36
840000,2342495,2282754.97,2325313.62,2349055.56,2324070.08,2321404.75,2335224.00,2366344.31,2343567.89,2345934.50,2363754.47,2377318.12,2358317.10,2398385.51,2319906.70,2376208.69,2341620.96,2345755.47,2331099.41,2387057.02,2319458.42,2351519.78,2327180.04,2299653.86,2302331.59,2363284.13,2368766.45,2341763.91,2382006.66,2346761.32,2325848.48
850000,2370144,2315280.48,2356348.78,2378521.88,2349134.61,2347844.39,2367716.69,2401155.55,2371136.18,2370900.23,2386892.54,2405482.98,2375854.50,2429300.26,2348533.56,2405891.80,2373649.74,2367715.14,2362179.40,2412470.75,2352011.29,2378108.16,2356423.18,2329599.42,2329445.65,2393099.93,2389905.37,2372355.09,2404556.96,2373417.40,2348523.34
860000,2397931,2342786.78,2384223.95,2400442.66,2370156.81,2381072.36,2395707.46,2431046.84,2395669.35,2405202.54,2410734.37,2431609.78,2400312.43,2448351.80,2374952.70,2445582.87,2401674.27,2394489.63,2394831.43,2441276.84,2383616.01,2408221.11,2391461.07,2359408.23,2350163.71,2416383.52,2426539.19,2399856.94,2431436.78,2407002.07,2375382.00
870000,2425732,2381538.08,2421988.35,2424875.32,2396290.47,2407222.07,2421517.66,2460515.65,2424461.41,2437642.49,2438058.57,2459096.53,2422730.18,2471477.04,2399450.96,2473113.42,2429378.41,2421992.17,2420292.04,2463774.14,2405237.08,2439070.83,2413273.20,2385549.09,2381305.20,2435664.19,2459778.40,2425163.96,2457584.54,2431505.63,2405839.22
880000,2453489,2402535.29,2448809.12,2451501.28,2417838.65,2429170.49,2444652.57,2488729.71,2450682.44,2465318.78,2465414.71,2481284.29,2453608.72,2505096.95,2424940.90,2494411.84,2460006.97,2451796.18,2448159.64,2490331.10,2433398.88,2464189.25,2442066.49,2416555.08,2411866.19,2463265.19,2490944.58,2460423.08,2482550.37,2460488.33,2438177.45
890000,2481217,2427701.58,2474046.58,2475905.70,2451638.89,2455017.00,2472624.58,2511127.23,2474473.36,2494717.77,2496185.93,2516261.81,2475703.88,2535823.01,2450841.39,2519463.83,2492173.30,2478661.56,2477740.53,2517444.83,2462314.23,2496525.70,2478559.15,2446100.10,2437688.51,2492987.16,2525788.56,2487431.96,2508450.12,2475656.66,2459883.68
900000,2508932,2453260.49,2497717.16,2500705.77,2478204.53,2489694.84,2506331.38,2536448.84,2495557.72,2518559.48,2522300.27,2549468.61,2515936.60,2565983.48,2477438.87,2537441.96,2521724.88,2500684.82,2510621.76,2540218.47,2484909.74,2524946.74,2511433.42,2470357.13,2469889.21,2526043.14,2550456.31,2508056.28,2546107.65,2504574.25,2494611.82
910000,2536637,2483229.89,2532682.43,2531888.04,2511113.94,2519619.56,2536529.98,2560468.23,2534777.35,2545452.91,2545458.65,2572903.40,2541341.54,2589137.67,2502962.88,2564265.46,2552553.54,2524676.68,2539013.57,2570504.52,2520286.11,2556737.49,2541195.84,2492839.61,2495818.64,2556641.15,2572692.76,2540904.99,2567803.31,2537424.58,2528483.42
920000,2564280,2506296.85,2572629.90,2563235.45,2537302.67,2551099.01,2563822.69,2587829.71,2565238.99,2573212.84,2569589.43,2603593.88,2568414.88,2610768.25,2532289.15,2586125.94,2584156.88,2557165.20,2561448.71,2601171.57,2548194.78,2588096.68,2572982.19,2520322.66,2524793.86,2580850.76,2597617.43,2567752.26,2596026.90,2561272.25,2552411.04
930000,2592010,2535742.30,2602985.87,2589103.32,2560792.39,2577727.47,2592397.93,2614932.76,2593544.83,2602291.42,2589869.52,2624742.20,2599323.59,2636594.32,2563560.56,2611296.72,2608811.66,2585179.42,2598321.49,2631679.31,2570664.02,2620451.02,2601248.90,2548672.37,2553925.03,2615919.53,2623528.76,2590848.58,2621607.31,2592522.55,2580922.16
940000,2619703,2563999.36,2633923.51,2618378.71,2585110.82,2612898.62,2617841.70,2642290.33,2630131.32,2618783.37,2612704.24,2651273.94,2624157.12,2664965.72,2593449.27,2636152.51,2632655.95,2621718.09,2628717.36,2657852.67,2587060.10,2647694.91,2628202.91,2580224.21,2576012.52,2644267.44,2643033.14,2622387.45,2648346.79,2625792.49,2604900.84
950000,2647381,2593810.33,2657416.08,2648845.79,2610009.10,2639521.34,2637344.62,2667511.43,2657896.37,2640334.02,2641018.15,2681813.96,2652291.66,2695278.62,2626653.98,2670570.36,2661664.55,2651676.91,2653057.16,2679059.56,2620725.99,2672844.10,2654602.27,2604803.64,2601123.31,2672873.81,2665239.47,2654223.81,2666949.04,2648559.50,2635120.04
960000,2675049,2618745.67,2687603.20,2672147.20,2630236.69,2666864.81,2667278.99,2698205.34,2686802.27,2665814.45,2674997.08,2710322.38,2676914.03,2722570.66,2652721.43,2697685.28,2691803.17,2678772.93,2678600.58,2709482.83,2653507.02,2706497.69,2677011.03,2636386.95,2624322.80,2704437.41,2695897.14,2676045.80,2694953.73,2679247.11,2661891.55
970000,2702715,2644967.67,2712900.28,2703329.46,2669583.08,2699429.41,2697850.20,2727021.53,2716746.30,2701448.85,2699685.16,2739700.45,2703029.40,2763120.26,2681300.05,2725075.48,2721392.35,2712349.60,2707202.96,2730032.46,2682019.89,2732838.42,2711084.83,2665299.10,2653242.47,2728534.46,2718913.65,2704355.85,2718391.99,2704513.22,2680060.10
980000,2730443,2676047.35,2746361.01,2727634.18,2699657.01,2733764.81,2728866.03,2758381.15,2742334.42,2731129.34,2723439.97,2763858.06,2730880.24,2796123.52,2718831.50,2752398.70,2740886.98,2743476.36,2740832.35,2757473.06,2709227.83,2756735.97,2738954.95,2688631.77,2689147.92,2756399.83,2743360.68,2728872.78,2742186.98,2733966.87,2708470.63
990000,2758192,2703417.02,2776303.27,2753183.81,2725542.05,2768023.19,2760968.70,2780935.06,2769032.66,2747351.91,2748440.28,2786423.67,2761354.03,2823145.74,2738923.17,2788544.92,2764435.73,2773828.19,2771910.77,2787846.87,2743937.97,2785893.97,2776580.47,2710546.03,2716550.27,2789610.98,2775175.88,2754146.77,2772892.03,2754422.41,2739309.17
1000000,2785820,2732976.17,2803036.05,2782645.57,2751878.73,2795302.81,2788800.98,2799609.19,2791717.59,2773209.77,2783103.98,2811157.06,2793218.92,2844735.12,2770763.20,2815714.75,2790286.29,2792981.73,2801970.23,2814209.12,2766733.11,2818530.16,2808038.89,2733442.20,2749017.18,2815299.42,2802826.44,2782902.99,2795587.52,2778370.80,2777073.35
